"64"	"IT Specialist - Advisory Lotus FO Support"
"TG STAFF"	"Centralized Business Operations"
"STRATEGIC OUTSOURCING"	"Organization Change Program Mgr,  Asset Commercialization Transformation"
"NONE"	"Solution Manager Service Logistics"
"PUBLIC SECTOR"	"Billing Development"
"REAL ESTATE"	"Project Executive Americas Sales Transformation"
"PUBLIC SECTOR"	"Consulting IT Specialist, SEAT Performance Engineering"
"WW SALES"	"IT Manager"
"2"	"Competence Manager - Product Enablement & Lotus, IBM Global Account"
"PUBLIC SECTOR"	"STSM, Service Enablement for On Demand"
"MARKETING"	"Senior Marketing Manager, On Demand Business"
"HUMAN RESOURCES"	"Distinguished Engineer / Chief Architect & Engineer: Applications and Data - CIO"
"SEC F&S OPS"	"Financial Sales Executive, SMB Southern California"
"2"	"Project Manager, EMEA Networking Services"
"2"	"Senior Consultant"
"34"	"Territory Manager - Center / North Brazil"
"STRATEGIC OUTSOURCING"	"Manager, Global Services Pricing  -    Admin Support: Marie L Taylor-Libby/Somers/IBM"
"TG STAFF"	"Worldwide Sales Executive"
"DEVELOPER RELATIONS"	"Marketing Manager - ISV & Developer Relations, PartnerWorld Industry Networks"
"FN"	"Applications promotions - MVS"
"TG STAFF"	"EDA Software Development"
"REAL ESTATE"	"Client Executive J&J"
"STRATEGIC OUTSOURCING"	"IBM Global Services Quality Assurance Rep"
"SOFTWARE GROUP"	"Program Manager, Lotus"
"HUMAN RESOURCES"	"IGS EXECUTIVE"
"PUBLIC SECTOR"	"PARTNER"
"STRATEGIC OUTSOURCING"	"Manager, IP Asset Development & Services"
"REAL ESTATE"	"GMB Territory Manager - Northern California Cross-Industry"
"STRATEGIC OUTSOURCING"	"Field Technical Operations Program Manager Brokerage, QSAR Education, Installation, Discontinue, MSQ"
"STRATEGIC OUTSOURCING"	"Vice President, Strategic Outsourcing IBM Global Services"
"PUBLIC SECTOR"	"Manager, IBM Account Lotus Notes DB"
"HUMAN RESOURCES"	"Senior Analyst"
"PUBLIC SECTOR"	"Router/Switch/FireWall/Network Support"
"2"	"Analyst Programmer"
"WW SALES"	"Manager, Tivoli Development, P&A"
"TG STAFF"	"Director, Internal & Executive Communications, STG, Technology"
"SMB FINANCE"	"Manager, WW Sales Enablement, Education and Salesplan"
"2"	"BCS Korea General Manager"
"PUBLIC SECTOR"	"Manager, Business Management - Boeing"
"SI"	"Consultant - IT Infrastructure - systems mgnt"
"FINANCE"	"TA to Gary A Cohen, General Manager IBM Pervasive Computing, SWG"
"PUBLIC SECTOR"	"Executive Consultant"
"2"	"Mngr Technology Security"
"SG&A"	"Customer Solutions Test (CST) Co-Op"
"9"	"ESPECIALISTA COMUNICACIONES"
"PUBLIC SECTOR"	"Technical Lead; transitioning to IBM Sales in 1Q 2005"
"PUBLIC SECTOR"	"HR ADVISOR"
"HUMAN RESOURCES"	"Director, University Talent Programs"
"EL"	"Manager SP Firmware Development"
"REAL ESTATE"	"e-business Hosting Services Sales, SMB West Region"
"SALES & DISTRIBUTION"	"BCS Workforce Management - Professional Environment Delivery"
"TG STAFF"	"executive communications"
"PUBLIC SECTOR"	"Systems Management /Tivoli - Specialist"
"SOFTWARE SALES"	"Global Business Partners, Channel Strategy and Management"
"WW SALES"	"Instructor/Curriculum Developer, WebSphere Business Integration"
"2"	"TERRITORY EXECUTIVE,SMB,TAIWAN"
"6"	"Software Services for WebSphere"
"TG STAFF"	"HR Partner, Marketing and Strategy, Systems Group"
"0"	"Manager, Strategic Sourcing & Procurement Processes"
"WW SALES"	"Staff Member, Software Group, Solutions Strategy and Architecture"
"STRATEGIC OUTSOURCING"	"Marketing & Strategy, Web Services"
"SG&A"	"System Design Engineer"
"WW SALES"	"Staff Software Engineer"
"HUMAN RESOURCES"	"Sr Consultant"
"REAL ESTATE"	"iSeries Mgr, New Acct, New Workload, and ISV"
"SG&A"	"SMA3 adapter microcode team lead"
"PUBLIC SECTOR"	"IT Technical Architect"
"REAL ESTATE"	"iSeries Sales Specialist"
"2"	"SENIOR SALES SPECIALIST"
"PUBLIC SECTOR"	"Managing Consultant/Project Executive for IBM Internal, Human Capital Management - Learning & Development"
"NONE"	"Management Development Leader"
"SOFTWARE SALES"	"Global Sales Operations"
"SG&A"	"Software Engineer  ISG-SSG D/X-Center Project Manager"
"PUBLIC SECTOR"	"System Performance"
"WW SALES"	"Websphere XD Development"
"FINANCE"	"PSD Performance Analysis"
"6"	"SENIOR SALES SPECIALIST"
"80"	"ADVISORY I/T SPECIALIST"
"SOFTWARE SALES"	"SOFTWARE ENGINEER"
"PUBLIC SECTOR"	"Certified I/T Architect - eBI category - EAD East, South practice"
"2"	"HR - PROG MGR"
"WW SALES"	"PROGRAM Service Manager"
"FINANCE"	"Resource Manager Telephony Architect/Tech Lead"
"17"	"Project Leader - AMS"
"PROCUREMENT"	"Supply Chain Specialist"
"PUBLIC SECTOR"	"Banking Industry Consulting"
"SG&A"	"AIX SW Distribution Tool Planning"
"MARKETING"	"IBM Worldwide Event Support"
"TG STAFF"	"Infrastructure Simplification Program Manager"
"2"	"STAFF HUMAN RESOURCE PROFESSIO"
"64"	"OMES  -  Opportunity Management Execution Support"
"PUBLIC SECTOR"	"Sprint Acquisitions Program Manager"
"17"	"Senior IT Architect - e-business Integration"
"2"	"ITS Nordic eServer Front Office Manager"
"REAL ESTATE"	"Director, Sales Center Execution, Americas, ibm.com"
"2"	"Account Focal Point"
"REAL ESTATE"	"Software Sales Compliance Exec.  --  IBM Americas"
"NONE"	"Engineering Manager, Equipment & Maintenance"
"SOFTWARE GROUP"	"Advisory Software Engineer - Domino and Lotus Workplace for Business Controls and Reporting"
"REAL ESTATE"	"Lotus Sales Leader, ibm.com TeleSales, AmG"
"TG STAFF"	"e-business Analyst, Foundry e-business Enablement Process Owner"
"2"	"Market Manager Global MI"
"2"	"Service Delivery Manager"
"0"	"Systems Operations Lead Specialist-Intel"
"SALES & DISTRIBUTION"	"Director: Global Strategy, BTO, BCS"
"SOFTWARE SALES"	"SOFTWARE ENGINEERING - SENIOR"
"REAL ESTATE"	"ENTRY SYS SVS REP"
"HUMAN RESOURCES"	"Program Director - Faculty Awards,  Corporate University Relations"
"2"	"Nordisk Ejendomschef / Nordic Regional RESO Manager, Real Estate & Site Operations"
"PUBLIC SECTOR"	"Manager, Systems Engineering and Architecture, IGA Enterprise Projects"
"STRATEGIC OUTSOURCING"	"Manager, BCRS Asset Investments"
"TG STAFF"	"Program Manager, MD Accounting Operations"
"PC DIVISION"	"Worldwide Visuals Brand Manager"
"REAL ESTATE"	"Customer Executive Marketing Support"
"SOFTWARE SALES"	"Prog Director, Global Business Partner, Process Controls"
"TG STAFF"	"9s2/9s3 Device Design and Technology Transfer"
"REAL ESTATE"	"Offerings and Promotions Executive, IBM Direct"
"SG&A"	"Manager. pSeries Development Finance"
"SOFTWARE SALES"	"Senior Program Manager, ibm.com Worldwide Web Route Execution, Sales & Distribution Group"
"2"	"COMPLEX OPP BUS"
"REAL ESTATE"	"Vice President, Finance & Operations Americas"
"WW SALES"	"TPF Staff Software Engineer"
"PUBLIC SECTOR"	"SurfAid Analytics Business Development Executive"
"TG STAFF"	"Director, Marketing & Sales Operations - Technology"
"SYS GROUP MFG"	"Dir.Human Resources - Integrated Supply Chain"
"STRATEGIC OUTSOURCING"	"Director of e-learning Technology, IBM Learning Solutions EBO"
"SOFTWARE SALES"	"Computer Services Industry, Business Development Executive"
"17"	"PLM SALES SPECIALIST"
"REAL ESTATE"	"Rational Sales Specialist Michigan Aligned and Integrated Accounts"
"SG&A"	"TUCSON TEST LAB AS/400 iSeries LAB SUPPORT"
"WW SALES"	"Director, IBM Informix Database Development"
"SG&A"	"TotalStorage Customer Support Manager"
"REAL ESTATE"	"iSeries Sales Specialist - KS/MO"
"2"	"VP, Marketing, AP"
"REAL ESTATE"	"Client Unit Executive, New England Retail, Consumer Products & Hospitality"
"WW SALES"	"DB2/II/BI Partner Enablement Technical Specialist"
"PUBLIC SECTOR"	"Program Manager, Server Services - South"
"80"	"SECTOR SERVICES EXECUTIVE, GMB"
"PUBLIC SECTOR"	"Distinguished Engineer, BCS, CRMS Financial Services"
"SOFTWARE SALES"	"Program Manager I/T & Business Process Deployment WW Web Data Operations/Pjct  Ranger Ops/Solution team"
"REAL ESTATE"	"Communication Sector Software Manager"
"2"	"IT Specialist"
"0"	"Staff Software Engineer"
"REAL ESTATE"	"Client Executive, Kohl's Department Stores and Roundy's"
"PUBLIC SECTOR"	"Senior Project Manager"
"SOFTWARE SALES"	"Global Industry Analyst -- Banking and Financial Markets"
"HUMAN RESOURCES"	"Strategic Communications Team"
"PUBLIC SECTOR"	"PSO Strike Team Transition Manager"
"PUBLIC SECTOR"	"MVS Support"
"SI"	"Ass. Partner Industrial Sector, Automotive, SCM, CRM"
"6"	"VP,SALES & OPERATION"
"PROCUREMENT"	"Global e-Procurement Council Lead"
"SYS GROUP MFG"	"CRM Application Portfolio Mgmt"
"REAL ESTATE"	"Education Client Representive-Central Florida"
"FINANCE"	"PSD Support"
"MARKETING"	"WW Competitive Media & Advertising"
"PUBLIC SECTOR"	"Sr. Certified IT Architect & STSM , Lotus Notes, Domino and B2B"
"PUBLIC SECTOR"	"Manager for IBM Global Srvs Washington Mutual Outsourcing Acct"
"PUBLIC SECTOR"	"Siebel Config for CTI"
"TG STAFF"	"SHP Liquid Thermal Interface Team Coordinator"
"WW SALES"	"Industry Solutions Assurance Test"
"PUBLIC SECTOR"	"IT Specialist, Data Architect"
"PUBLIC SECTOR"	"Project Executive - Eastman Kodak Co."
"SG&A"	"BTE Strategy & Planning Lead, Systems Group"
"SG&A"	"SPO Client Infrastructure - Mobility"
"REAL ESTATE"	"Vice President, Channels and SMB SW Sales"
"PROCUREMENT"	"IT Security - Compliance & Controls"
"2"	"PE"
"PUBLIC SECTOR"	"Security Integration Services"
"SYS GROUP MFG"	"US QuickShip Operations Team"
"SI"	"Consulting IT Architect,  IT Optimisation"
"TG STAFF"	"zSeries Presales Solution Architecture and Sizing Support"
"PUBLIC SECTOR"	"IBM Global Tech Support Architect, Opportunity Manager - Custom Technology Center AP"
"WW SALES"	"Director - Internal & Executive Communications, Software Group"
"REAL ESTATE"	"Territory Sales Rep - ND"
"SYS GROUP MFG"	"Manufacturing & GARS Manager"
"STRATEGIC OUTSOURCING"	"IBM Certified Project Manager, PMP"
"PUBLIC SECTOR"	"Contract Manager"
"SYS GROUP MFG"	"Program Manager, IBM QuickShip"
"PUBLIC SECTOR"	"IT Specialist, Mainframe Network"
"WW SALES"	"Manager, PDG West Documentation"
"SOFTWARE SALES"	"VP, On Demand Business"
"WW SALES"	"Enterprise Tooling ID Team Lead"
"2"	"Techline Tivoli Storage Manager Specialist, EMEA West region"
"RESEARCH"	"Hespera, Aurora, Networking, IPv6"
"PUBLIC SECTOR"	"Systems Management/Tivoli Services"
"PUBLIC SECTOR"	"Commonwealth of Pennsylvania"
"0"	"Advisory Project Manager"
"SOFTWARE GROUP"	"Advisory Software Engineer, Technical Support Lead - WCM Support team"
"PUBLIC SECTOR"	"IBM Tivoli Management Architect,Integrations,Infrastructure, Enterprise Console, Monitoring, and Support."
"TG STAFF"	"STI Etch Manufacturing Engineering"
"SOFTWARE SALES"	"Manager, Program Marketing - IBM Life Sciences"
"CHIEF FINANCIAL OFFICER"	"Director, ibm.com Sales Centers Americas North....            ."
"TG STAFF"	"ISV Enablement FA"
"HUMAN RESOURCES"	"Sr. Program Manager - Enterprise on Demand Transformation"
"TG STAFF"	"ASIC Failure Analysis"
"REAL ESTATE"	"Accredited Software IT Specialist, Americas Software Technical Sales"
"HUMAN RESOURCES"	"Vice President, Human Resources, Technology and Manufacturing"
"TG STAFF"	"National Sales Manager, PCD Canada"
"REAL ESTATE"	"Director, Michigan, Small & Medium Business"
"WW SALES"	"VP Worldwide SMB, Channels and Telesales"
"SOFTWARE SALES"	"ibm.com Global Brand Leader PCD/IGF"
"PUBLIC SECTOR"	"VP, C&N Global Development"
"STRATEGIC OUTSOURCING"	"Senior Consultant, ITS America"
"STRATEGIC OUTSOURCING"	"Global Consultant Profession Leader; Manager - Professions Support"
"WW SALES"	"Co-Manager, IBM Institute for Search and Text Analysis (ISTA)"
"TG STAFF"	"Solid & Hazardous Waste Program Manager"
"2"	"Project Executive"
"WW SALES"	"IT Specialist for Rational Software Services"
"STRATEGIC OUTSOURCING"	"IGS, AMS I&E Comms."
"TG STAFF"	"Director, zSeries Marketing Programs"
"REAL ESTATE"	"Mgr-Storage-Disk,SAN/NAS,DFSMS- Advanced Technical Support (ATS)-Americas"
"2"	"Executive Assistant to EMEA GM"
"PUBLIC SECTOR"	"Solution Consulting For Web Applications"
"CHIEF FINANCIAL OFFICER"	"FSS Sector. eSM Manager."
"PUBLIC SECTOR"	"Business Development Manager Channel Sales"
"64"	"Program Manager, Cross-brand/Competitive Sales Programs, ww ibm.com"
"REAL ESTATE"	"se"
"SG&A"	"Director, Internal & Executive Communications, SG"
"REAL ESTATE"	"BP/EU Sat Program for Americas Channels"
"RESEARCH"	"Program Director, Healthcare and Life Sciences Research"
"REAL ESTATE"	"Digital Media EServer Sales"
"STRATEGIC OUTSOURCING"	"WW ITSO F&P Lead"
"WW SALES"	"Software Developer - Websphere Studio Asset Analyzer (WSAA)"
"STRATEGIC OUTSOURCING"	"Maintenance Quality Assurance Representative"
"REAL ESTATE"	"SMB Software Sales Manager (TX/LA)"
"WW SALES"	"On Site Support and Area Management."
"PUBLIC SECTOR"	"Network Architect"
"WW SALES"	"WW Operations Manager"
"REAL ESTATE"	"Client Unit Executive - Industrial & Distribution Sectors"
"PROCUREMENT"	"VP, Chief Procurement Officer, Integrated Supply Chain"
"PUBLIC SECTOR"	"Project Office Manager - Target Account"
"17"	"Media Architect,(Graphic design,digital media design, Interactive GUIs, 2D & 3D animation)"
"STRATEGIC OUTSOURCING"	"Business Development Executive, IGS Market Development"
"SO"	"DCS Solution Center - Print Practice - IT Specialist"
"2"	"DIRECTEUR PCD West Region"
"STRATEGIC OUTSOURCING"	"ESBT Greenock"
"SO"	"Vice President Service Delivery Central Region"
"SG&A"	"Site Communications Manager, BVR, TUC, SJ, PDX"
"PUBLIC SECTOR"	"Business Area Manager - GM Web Hosting"
"PUBLIC SECTOR"	"Contracts and Negotiations - Executive - HW Team Lead"
"SYS GROUP MFG"	"Manager of Procurement Core Systems & Data Management Applications"
"FINANCE"	"IBM Fellow"
"PUBLIC SECTOR"	"Messaging and VM Services"
"DEVELOPER RELATIONS"	"IBM Academic Initiative,  ISV & Developer Relations"
"WW SALES"	"IBM Global Services Executive - SMB, Spain & Portugal"
"2"	"Client Satisfaction Mana"
"MS"	"Services Manager for iSeries and pSeries"
"NONE"	"Media Relations IBM Global Services, IBM Business Consulting Services"
"WW SALES"	"Business Development, Industry Solutions/WBI"
"HUMAN RESOURCES"	"HR I/T Project Manager and Liaison to Fidelity Call Center (IBM Employee Service Center)"
"2"	"ADVISORY COMMUNICATIONS PROFESSIONAL"
"PUBLIC SECTOR"	"Americas Business Operations IT Process/Support"
"2"	"IT Specialist - WAS for Telecom"
"NONE"	"IBM Belgium/Luxembourg Country Communications Manager"
"2"	"Vice President, Marketing Small & Medium Business, IBM EMEA"
"WW SALES"	"Linux and OSS, Business Development Manager"
"NONE"	"Program Mgr Customer Fulfilment CEMA"
"SI"	"BCS, Public Sector,FMS, PAL Contact: Dieter Heller"
"GS"	"Business Integration Expertise"
"EL"	"Manager WSS Business Process Solutions Test"
"REAL ESTATE"	"Responsible for Cogent, LA County, DWP,  MTA, MWD, Orange County, Long Beach"
"REAL ESTATE"	"Interactive Marketing Planner - Easy Access Program"
"REAL ESTATE"	"Global Client Executive - Aventis"
"WW SALES"	"HR Director - Business Development Support & Integration"
"PUBLIC SECTOR"	"SAP Consultant"
"REAL ESTATE"	"Consulting IT Specialist"
"NONE"	"Program Director, Collaborative Learning"
"SOFTWARE GROUP"	"ADVISORY SOFTWARE ENGINEER"
"PUBLIC SECTOR"	"Project Executive - Project Management, Cendant Service Delivery"
"NONE"	"General Manager, IBM Sweden"
"NONE"	"IGS Service Delivery Manager Intel Server Team BE"
"2"	"Advisory IT Specialist"
"NONE"	"IBM .com Client representative Industry Sector"
"2"	"Chief Financial Officer"
"2"	"Partner"
"NONE"	"Project Manager / Site Architect"
"2"	"Business Operations Mana"
"PUBLIC SECTOR"	"Partner, Business Consulting Services"
"PUBLIC SECTOR"	"Partner, Electronics Industry Leader, Business Consulting Services"
"17"	"Senior IT Specialist"
"SI"	"Senior Consultant"
"2"	"Principal Security Speci"
"2"	"Associate Partner"
"2"	"Partner"
"HX"	"IT Development Engineering"
"PUBLIC SECTOR"	"IT Specialist"
"TG STAFF"	"Vice President, WW BladeCenter Sales, Systems Group"
"FN"	"e-Business Technology Analyst - ODTS"
"TG STAFF"	"Distinguished Agitator"
"2"	"Mngr Requirements Archit"
"WW SALES"	"Manager, Tivoli Business Service Management Market Management"
"2"	"MANAGING CONSULTANT"
"2"	"Project Manager"
"STRATEGIC OUTSOURCING"	"IGS Administration Manager"
"2"	"Senior Territory Sales R"
"HUMAN RESOURCES"	"Learning Consultant"
"2"	"Project Manager"
"HUMAN RESOURCES"	"CHQ HR PARTNER FINANCE, ACCOUNTING & AUDIT"
"PUBLIC SECTOR"	"Application Development"
"FN"	"Business Analyst; Business Direction Mgr = Lisa Dubytz/Tampa/IBM@IBMUS"
"17"	"Delivery Manager,  BC Ferries"
"RESEARCH"	"Research Staff Member"
"REAL ESTATE"	"Executive Architect"
"GS"	"AMS Enterprise Application Integration; cert. IT-Consultant"
"WW SALES"	"L3 support for WAS 5.X Connection Manager"
"2"	"Team Leader"
"PUBLIC SECTOR"	"Distributed Systems Engineering"
"PUBLIC SECTOR"	"Desktop Design & Integration at American Express"
"WW SALES"	"Internal and Executive Communications"
"REAL ESTATE"	"Americas Sector Sales Leader"
"SG&A"	"AIX Packaging Certification and Tools Development Lead"
"64"	"Executive Producer, PartnerWorld 1 - Global BP / PartnerWorld Program"
"SOFTWARE GROUP"	"Program Director, Notes & Domino Release Team"
"SOFTWARE GROUP"	"SYS MGMT INTEG PROF - ADVISORY"
"SOFTWARE GROUP"	"Staff Software Engineer - Team Lead Notes/Domino App Dev Support"
"2"	"EMEA HR Business Controls Leader"
"NONE"	"TotalStorage Open Software SpecialistIBM Software Group"
"STRATEGIC OUTSOURCING"	"Manager, Global Service Operations Management"
"WW SALES"	"TSS Site Enablement Services Manager"
"SOFTWARE GROUP"	"ISSL Lotus Education BDM / ISSL Communications Manager - Americas"
"SOFTWARE GROUP"	"ADVISORY SOFTWARE ENGINEER"
"SOFTWARE GROUP"	"IBM MANAGER"
"HX"	"Linux IT Specialist Technical Lead & Strategy"
"NONE"	"Senior Sales Specialist"
"SYS GROUP MFG"	"SAP Solutions Team - Pricing & Contracts"
"PROCUREMENT"	"ISC Technical Resources Program Manager"
"2"	"IT Specialist"
"NONE"	"Certified IT Architect"
"NONE"	"TSR SMB (Client Rep)"
"2"	"Consultant"
"HX"	"Distinguished Engineer, Project and Technical leader of the IBM Patterns for e-business"
"NONE"	"Senior Consultant"
"SEC F&S OPS"	"Vice President, EMEA Global Financing responsible for Channel Sales & Business Development"
"2"	"Solutions Mgr., SWG Alli"
"SOFTWARE SALES"	"Global Sales & Distribution-Integrated Accounts"
"PUBLIC SECTOR"	"IBM Healthcare & Life Sciences Solutions Development Sr. Project Manager PMP"
"PUBLIC SECTOR"	"Assc. Partner - NA Auto Practice"
"STRATEGIC OUTSOURCING"	"Director of Financial Process Reengineering, Global Services"
"STRATEGIC OUTSOURCING"	"Information Broker IBM Global Services; Internal Communications, IGS intranet editor"
"PUBLIC SECTOR"	"Specialized Solutions - Manager, PMP"
"PUBLIC SECTOR"	"LAN/WAN Support"
"WW SALES"	"Technical lead - Rational Infrastructure and Technology Enablement @ RTP"
"STRATEGIC OUTSOURCING"	"Service Delivery Manager"
"NONE"	"IT Specialist"
"NONE"	"Communications Manager CEMA"
"WW SALES"	"Vice President, Marketing, Information Management"
"SOFTWARE GROUP"	"Cross-Brand Business Operations, Advisory I/T Architect, IBM Software Services Americas"
"HX"	"Senior IT Specialist"
"SOFTWARE GROUP"	"WW Education Program Manager"
"PUBLIC SECTOR"	"Operations Manager Chicago Center for e-business"
"WW SALES"	"Japan Techline: Advisory ITS, Tivoli S/W (Secondary: Lotus, WebSphere)"
"PUBLIC SECTOR"	"IBM Global Services SDC-NE - Desktop Imaging - Ace"
"DEVELOPER RELATIONS"	"Program Manager, ISV Marketing Programs, ISV & Developer Relations"
"PUBLIC SECTOR"	"FS - Banking, Tech Strategy"
"NONE"	"EMEA Industrial Sector, Market Intelligence Analyst"
"WW SALES"	"zSeries Software Support"
"SYS GROUP MFG"	"Consultant - IBM Siebel Practice"
"17"	"Product Lifecycle Management Solutions Sales Specialist"
"NONE"	"Senior Consultant"
"NONE"	"New Business Sales Manager"
"STRATEGIC OUTSOURCING"	"Mgr - IGS Ecuador - Sales, M/A Delivery"
"NONE"	"Consultant"
"NONE"	"EMEA BCS/BTO HR Leader"
"SG&A"	"Manager, AIX Performance"
"2"	"Technical Solution Manager"
"PUBLIC SECTOR"	"Mgr: SDC-NE CRM Siebel Admin Team"
"SOFTWARE GROUP"	"LET Interoperability Solutions (Adv SW Eng)"
"NONE"	"Real Estate & Site Operations Project Manager"
"WW SALES"	"ITS Manager Catalunya"
"REAL ESTATE"	"zSeries WebSphere F & T"
"SG&A"	"38VA Test Technical Lead"
"SOFTWARE SALES"	"Sales & Distribution MI analyst"
"NONE"	"Manager of SMB & ibm.com sales centre , Belgium"
"NONE"	"EMEA Delegate IBM Project Management Center of Excellence"
"0"	"Oracle CRM Consultant"
"REAL ESTATE"	"SMB eRelationship Marketing"
"2"	"ADVISORY PROJECT MANAGER"
"NONE"	"Communications Manager, HR EMEA"
"2"	"Services Development Manager - ESSC MOP"
"TG STAFF"	"Director, Deep Computing Industrial Sales"
"STRATEGIC OUTSOURCING"	"Manager Global Management System"
"HUMAN RESOURCES"	"CIO-Sr. OnDemand Technologist"
"NONE"	"IT Specialist"
"SEC F&S OPS"	"Program Manager - Financial Selling Initiative"
"PUBLIC SECTOR"	"e-TC Manager of IV&T, N/W Infrastructure, & Tampa USF Lab"
"REAL ESTATE"	"Vice President, Client Services Manager - Sears"
"SG&A"	"IBM Distinguished Engineer: Tape Subsystem Architecture, Master Inventor"
"SG&A"	"DSS Software Development"
"SG&A"	"Mgr. Financial Systems Services"
"PROCUREMENT"	"Business Operations Manager, Global Services Procurement"
"SOFTWARE SALES"	"e-bassador"
"REAL ESTATE"	"Client Manager, Bank of America"
"HUMAN RESOURCES"	"Executive Compensation"
"2"	"SWG Support Manager - West Region"
"FN"	"Network Infrastructure Specialist"
"0"	"IGSI Sales support SPOC for EMEA"
"REAL ESTATE"	"Technical Exploration, Enablement & Evangelism + Americas Software IT Architects"
"STRATEGIC OUTSOURCING"	"VP, Offerings e business Hosting Services"
"WW SALES"	"DRM Technical Team Lead"
"REAL ESTATE"	"Client Unit Exec. Time Warner:  AOL, HBO, Turner/CNN, Warner Bros., WMG, Time Inc., New Line, TW Cable"
"REAL ESTATE"	"Storage Sales Specialist - NY Metro"
"TG STAFF"	"z/OS and zSeries Software Design"
"PUBLIC SECTOR"	"Client Solutions Executive -Industrial Sector"
"STRATEGIC OUTSOURCING"	"Technical Project Manager"
"2"	"Delegue du President- Directeur des Relations Exterieures"
"NONE"	"Work for AMS IBM Global Sourcing"
"PUBLIC SECTOR"	"Business Area Manager, Financial Systems"
"REAL ESTATE"	"VP Retail Industry - Distribution Sector, Americas"
"STRATEGIC OUTSOURCING"	"Technical Support Manager ES,AS & RS West Region"
"2"	"eBHS/Server TSM Manager West"
"2"	"TeleSAM"
"PUBLIC SECTOR"	"CONNECT:Direct Data transmission"
"PROCUREMENT"	"PRODUCTION CONTROL/PURCHASING"
"PUBLIC SECTOR"	"Executive Project Manager, Aventis"
"SG&A"	"Manager, SAN.FS, MDM, NAS Information Solutions"
"REAL ESTATE"	"Client Executive"
"REAL ESTATE"	"Client Executive - GE Financial Services Businesses"
"TG STAFF"	"N2 Etch Operator GUND"
"SG&A"	"eServer Software Development"
"SG&A"	"System Packaging Design Engineer"
"PUBLIC SECTOR"	"Industry Solutions Sales"
"REAL ESTATE"	"VP, Communications, Americas Group"
"HUMAN RESOURCES"	"IBM Distinguished Engineer - Global I/T Solutions and Standards - CIO"
"WW SALES"	"Technical Consultant, Websphere Business Partner Tech. Support"
"TG STAFF"	"Consultant, Scorpion Practice, Zodiac practitioner"
"PUBLIC SECTOR"	"Client Solutions Executive"
"PUBLIC SECTOR"	"Senior Network Analyst"
"WW SALES"	"w3 editor"
"2"	"Mgr Ops Support Serv. SS"
"REAL ESTATE"	"Senior SWIC IT Specialist, Certified"
"HUMAN RESOURCES"	"SVP & Group Executive, IBM Global Services"
"WW SALES"	"Program Director-WW Passport Advantage Marketing and Communications"
"HUMAN RESOURCES"	"Senior VP - Human Resources"
"HUMAN RESOURCES"	"I/T Architect  - Learning Systems"
"REAL ESTATE"	"Visuals Products Marketing Manager"
"SOFTWARE SALES"	"Operations Manager....Wal-Mart Stores, Inc."
"PUBLIC SECTOR"	"AMS Mexico, Ericsson Acount Manager"
"SOFTWARE SALES"	"Mgr, Global Web Experience Design - User Experience Design for ibm.com"
"FINANCE"	"PSD Systems Support Manager"
"SG&A"	"Software Engineer Manager, LTC"
"PUBLIC SECTOR"	"Director Financial Serivces Sector Marketing, IGS Americas"
"SOFTWARE GROUP"	"Director, Application Development Tools, Lotus Software"
"TG STAFF"	"Director, iSeries Client Availability Solutions"
"PUBLIC SECTOR"	"IGS  SMB LATIN AMERICA"
"PUBLIC SECTOR"	"IT Specialist, Domino"
"WW SALES"	"WW Business Unit Executive, Automotive SWG"
"REAL ESTATE"	"National OEM Sales including U2"
"WW SALES"	"Administrator Analyst"
"PUBLIC SECTOR"	"Manager - eBusiness Network Services Delivery"
"WW SALES"	"Global Response Team"
"EL"	"Manager Websphere Portal Server Test"
"2"	"Project Manager"
"REAL ESTATE"	"Venture Development Executive"
"PUBLIC SECTOR"	"Manager, Info Sec Advisory"
"PUBLIC SECTOR"	"Oracle SAP DBA,SDC South,co-team lead,Aventis,Flint Ink"
"STRATEGIC OUTSOURCING"	"Program Manager, Hardware Maintenance Services"
"SYS GROUP MFG"	"US Quickship Supply Planner"
"STRATEGIC OUTSOURCING"	"ITS Environmental ,  Safety and Hazardous Materials Transportation Regulations"
"PROCUREMENT"	"Integrated Supply Chain - University Partner Initiatives & Programs"
"PUBLIC SECTOR"	"ADVISORY IT SPECIALIST"
"WW SALES"	"IBM Tivoli NetView Distributed Level 3"
"PC DIVISION"	"VP WW Marketing Communications PCD"
"0"	"Application Programmer"
"TG STAFF"	"S&TG Technology Director Financial Services"
"SMB FINANCE"	"VP, General Counsel & Secretary IBM Credit Corporation"
"TG STAFF"	"VP, Finance, zSeries"
"2"	"SENIOR CONSULTING TECHNICAL SERVICES MANAGER"
"REAL ESTATE"	"eServer Solutions, Senior pSeries Specialist"
"WW SALES"	"WebSphere Studio J2EE Tools"
"SOFTWARE SALES"	"Knowledge Management Specialist, S&D Market Intelligence"
"SG&A"	"VP, Human Resources, Business Consulting Services, Americas"
"6"	"Information Developer"
"REAL ESTATE"	"Americas Marketing Manager- Enablement"
"PUBLIC SECTOR"	"Change Management"
"PUBLIC SECTOR"	"AIX / Intel Engineering Services Support / Catia , Cadence , Ansys , Ideas, Flotherm, Icepak"
"REAL ESTATE"	"Client Rep-Public Sector/Local Gov."
"PUBLIC SECTOR"	"IT Architect - ebIS Portals, Content and  e-Commerce"
"SALES & DISTRIBUTION"	"Vice President Financial Consolidation, WW BCS"
